date,city,code,weather,is_rain,tmax,tmin,prcp_mm,wind_kmh,rhum_pct,fetched_date
2026-09-09,shenyang,3,阴,0,23.3,13.5,0.0,14.1,46,2026-09-04
2026-09-09,shenzhen,53,毛毛雨,1,29.9,24.0,1.8,11.6,83,2026-09-04
2026-09-09,shijiazhuang,51,小毛毛雨,1,18.3,16.1,2.7,10.4,74,2026-09-04
2026-09-09,taiyuan,61,小雨,1,13.4,12.4,24.6,8.1,89,2026-09-04
2026-09-09,tianjin,3,阴,0,23.7,17.5,0.0,8.1,48,2026-09-04
2026-09-09,wuhai,3,阴,0,22.3,13.2,0.0,15.4,53,2026-09-04
2026-09-09,wuhan,2,多云,0,31.8,23.4,0.0,19.6,53,2026-09-04
2026-09-09,wulanhaote,3,阴,0,21.1,8.2,0.0,11.6,58,2026-09-04
2026-09-09,wulumuqi,51,小毛毛雨,1,27.6,16.1,1.5,20.8,45,2026-09-04
2026-09-09,wuxi,51,小毛毛雨,1,26.8,22.2,0.3,18.8,76,2026-09-04
2026-09-09,xian,61,小雨,1,22.6,15.8,11.7,11.6,89,2026-09-04
2026-09-09,xianyang,80,阵雨,1,20.8,15.8,17.1,19.1,95,2026-09-04
2026-09-09,xining,53,毛毛雨,1,14.6,8.7,3.9,12.2,83,2026-09-04
2026-09-09,yanan,63,中雨,1,14.8,12.7,39.3,13.6,97,2026-09-04
2026-09-09,yangzhou,2,多云,0,26.4,20.5,0.0,18.2,73,2026-09-04
2026-09-09,yantai,51,小毛毛雨,1,23.2,21.1,0.3,32.9,61,2026-09-04
2026-09-09,yinchuan,51,小毛毛雨,1,20.0,13.7,2.1,9.5,72,2026-09-04
2026-09-09,yulin,61,小雨,1,15.0,12.5,19.2,10.7,94,2026-09-04
2026-09-09,zhangjiakou,3,阴,0,20.3,9.6,0.0,9.8,59,2026-09-04
2026-09-09,zhengzhou,51,小毛毛雨,1,20.0,17.6,0.6,12.5,57,2026-09-04
2026-09-09,zibo,3,阴,0,26.2,19.0,0.0,17.2,47,2026-09-04
2026-09-10,baoding,3,阴,0,27.0,12.8,0.0,7.9,60,2026-09-04
2026-09-10,baotou,3,阴,0,20.9,8.5,0.0,14.1,48,2026-09-04
2026-09-10,beijing,2,多云,0,27.8,14.9,0.0,11.4,58,2026-09-04
2026-09-10,botou,3,阴,0,27.9,17.0,0.0,11.2,45,2026-09-04
2026-09-10,cangzhou,3,阴,0,28.7,17.5,0.0,11.0,42,2026-09-04
2026-09-10,changchun,1,基本晴朗,0,22.8,10.9,0.0,18.2,55,2026-09-04
2026-09-10,changsha,2,多云,0,27.5,21.6,0.0,16.9,67,2026-09-04
2026-09-10,chengde,2,多云,0,26.4,10.5,0.0,10.9,55,2026-09-04
2026-09-10,chengdu,53,毛毛雨,1,21.8,18.7,11.1,18.6,82,2026-09-04
2026-09-10,chifeng,3,阴,0,24.5,9.6,0.0,11.2,42,2026-09-04
2026-09-10,chongqing,51,小毛毛雨,1,32.2,24.9,0.6,16.3,53,2026-09-04
2026-09-10,dalian,3,阴,0,25.4,19.4,0.0,10.7,46,2026-09-04
2026-09-10,eerduosi,3,阴,0,20.1,8.1,0.0,11.4,52,2026-09-04
2026-09-10,fuzhou,53,毛毛雨,1,30.4,23.7,3.3,13.0,77,2026-09-04
2026-09-10,guangzhou,51,小毛毛雨,1,31.0,24.2,3.0,9.6,78,2026-09-04
2026-09-10,guiyang,3,阴,0,25.3,15.5,0.0,14.2,70,2026-09-04
2026-09-10,haerbin,3,阴,0,22.6,10.5,0.0,19.0,68,2026-09-04
2026-09-10,haikou,53,毛毛雨,1,28.6,24.2,9.3,26.6,88,2026-09-04
2026-09-10,hangzhou,3,阴,0,28.1,19.8,0.0,12.6,75,2026-09-04
2026-09-10,hefei,51,小毛毛雨,1,26.5,19.6,1.2,15.8,65,2026-09-04
2026-09-10,huhehaote,3,阴,0,22.5,6.9,0.0,4.5,55,2026-09-04
2026-09-10,jinan,3,阴,0,27.1,18.7,0.0,14.5,40,2026-09-04
2026-09-10,jiuquan,51,小毛毛雨,1,20.4,10.5,0.3,11.0,74,2026-09-04
2026-09-10,kunming,95,雷阵雨,1,22.2,16.0,12.3,9.9,87,2026-09-04
2026-09-10,lanzhou,3,阴,0,19.9,11.1,0.0,6.2,76,2026-09-04
2026-09-10,lasa,53,毛毛雨,1,17.1,10.5,7.5,5.6,80,2026-09-04
2026-09-10,liaocheng,3,阴,0,28.2,18.4,0.0,15.2,39,2026-09-04
2026-09-10,liupanshui,51,小毛毛雨,1,22.3,14.9,2.1,16.2,89,2026-09-04
2026-09-10,nanchang,0,晴,0,26.9,21.6,0.0,22.0,68,2026-09-04
2026-09-10,nanchong,53,毛毛雨,1,26.5,21.4,4.8,17.1,69,2026-09-04
2026-09-10,nanning,51,小毛毛雨,1,31.3,24.0,1.2,14.8,76,2026-09-04
2026-09-10,shanghai,51,小毛毛雨,1,29.5,21.9,3.6,9.6,74,2026-09-04
2026-09-10,shenyang,0,晴,0,25.8,13.7,0.0,8.9,47,2026-09-04
2026-09-10,shenzhen,55,浓毛毛雨,1,30.8,23.0,7.8,11.2,82,2026-09-04
2026-09-10,shijiazhuang,3,阴,0,26.2,13.9,0.0,8.3,65,2026-09-04
2026-09-10,taiyuan,3,阴,0,21.4,10.7,0.0,11.2,70,2026-09-04
2026-09-10,tianjin,3,阴,0,28.8,15.3,0.0,7.6,47,2026-09-04
2026-09-10,wuhai,3,阴,0,23.1,11.0,0.0,6.1,63,2026-09-04
2026-09-10,wuhan,1,基本晴朗,0,27.9,22.0,0.0,17.2,41,2026-09-04
2026-09-10,wulanhaote,3,阴,0,21.8,8.4,0.0,18.4,63,2026-09-04
2026-09-10,wulumuqi,0,晴,0,28.1,17.7,0.0,17.7,40,2026-09-04
2026-09-10,wuxi,51,小毛毛雨,1,27.5,20.8,0.3,11.5,79,2026-09-04
2026-09-10,xian,55,浓毛毛雨,1,19.1,15.7,13.8,5.7,90,2026-09-04
2026-09-10,xianyang,53,毛毛雨,1,19.1,15.8,11.7,6.4,92,2026-09-04
2026-09-10,xining,51,小毛毛雨,1,13.5,8.7,0.3,11.1,84,2026-09-04
2026-09-10,yanan,51,小毛毛雨,1,20.4,12.8,0.3,14.5,81,2026-09-04
2026-09-10,yangzhou,53,毛毛雨,1,27.7,19.3,3.0,17.0,81,2026-09-04
2026-09-10,yantai,51,小毛毛雨,1,24.2,17.9,1.5,18.3,60,2026-09-04
2026-09-10,yinchuan,3,阴,0,21.0,11.2,0.0,9.5,67,2026-09-04
2026-09-10,yulin,3,阴,0,20.8,10.2,0.0,11.3,74,2026-09-04
2026-09-10,zhangjiakou,0,晴,0,24.7,8.7,0.0,12.6,52,2026-09-04
2026-09-10,zhengzhou,51,小毛毛雨,1,24.5,17.0,0.3,10.9,58,2026-09-04
2026-09-10,zibo,3,阴,0,28.8,19.7,0.0,14.4,43,2026-09-04
